,Name,Smiles
604,Cloxazolam,Clc1ccccc1C12OCCN1CC(=O)Nc1c2cc(Cl)cc1
605,Dihydrocodeine,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CC[C@@H]2O
606,Fenproporex,N(C(Cc1ccccc1)C)CCC#N
607,Ethyl loflazepate,Clc1cc2c(NC(=O)C(N=C2c2ccccc2F)C(OCC)=O)cc1
608,Flunitrazepam,Fc1ccccc1C1=NCC(=O)N(c2c1cc([N+](=O)[O-])cc2)C
609,Delorazepam,Clc1ccccc1C1=NCC(=O)Nc2c1cc(Cl)cc2
610,Difenoxin,OC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1
611,Camazepam,Clc1cc2c(N(C)C(=O)C(OC(=O)N(C)C)N=C2c2ccccc2)cc1
612,Fenethylline,Cl.O=C1N(C)C(=O)N(c2ncn(c12)CCNC(Cc1ccccc1)C)C
613,Ethylmorphine,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OCC)cc3)C=C[C@@H]2O
614,Fencamfamine,N(CC)C1C2CC(CC2)C1c1ccccc1
615,Heroin,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC(=O)C)cc3)C=C[C@@H]2OC(=O)C
616,Gamma Hydroxybutyric Acid,OCCCC(=O)[O-]
617,Phenazopyridine,n1c(N)c(\N=N\c2ccccc2)ccc1N
618,Glutethimide,O=C1NC(=O)CCC1(CC)c1ccccc1
619,Alfacalcidol,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C1=C
620,Antipyrine,O=C1N(N(C)C(=C1)C)c1ccccc1
621,Methadyl Acetate,O(C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C
622,Allylestrenol,O[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(CC3)=CCCC4)CC[C@]12C)CC=C
623,Almitrine,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(nc(n1)NCC=C)NCC=C)c1ccc(F)cc1
624,Aprindine,N(CCCN(CC)CC)(C1Cc2c(C1)cccc2)c1ccccc1
625,Oxybenzone,O(C)c1cc(O)c(cc1)C(=O)c1ccccc1
626,Amrinone,O=C1NC=C(C=C1N)c1ccncc1
627,Ajmaline,O[C@H]1N2[C@@H]3C4[C@@H](C[C@H]2[C@@H]2N(c5c([C@@]2(C3)[C@@H]4O)cccc5)C)[C@@H]1CC
628,Alizapride,O(C)c1cc2n[nH]nc2cc1C(=O)NCC1N(CCC1)CC=C
629,Aminophenazone,O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1
630,Stepronin,s1cccc1C(SC(C(=O)NCC(O)=O)C)=O
631,Nitroxoline,Oc1c2ncccc2c([N+](=O)[O-])cc1
632,Paromomycin,O1[C@@H](CN)[C@@H](O)[C@H](O)[C@@H](N)[C@H]1O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]1O
633,Testosterone Propionate,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CC)[C@]4(CC3)C)CCC2=C1)C
634,Antrafenine,FC(F)(F)c1cc(N2CCN(CC2)CCOC(=O)c2ccccc2Nc2c3c(ncc2)cc(cc3)C(F)(F)F)ccc1
635,Acenocoumarol,O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccc([N+](=O)[O-])cc2)C1=O
636,Cefpodoxime,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(COC)=C(N2C1=O)C(O)=O
637,Ceftibuten,s1cc(nc1N)/C(=C/CC(O)=O)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O
638,Cefacetrile,S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)CC#N
639,Cefepime,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(C[N+]3(CCCC3)C)=C(N2C1=O)C(=O)[O-]
640,Theobromine,O=C1NC(=O)N(c2ncn(c12)C)C
641,Pranlukast,O1c2c(ccc(NC(=O)c3ccc(OCCCCc4ccccc4)cc3)c2)C(=O)C=C1c1nn[nH]n1
642,Ciclesonide,O1[C@@]2([C@H](OC1C1CCCCC1)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)COC(=O)C(C)C
643,Tiotropium,s1cccc1C(O)(C(OC1C[C@H]2[N+]([C@H]([C@H]3O[C@@H]23)C1)(C)C)=O)c1sccc1
644,Bambuterol,O(C(=O)N(C)C)c1cc(cc(OC(=O)N(C)C)c1)C(O)CNC(C)(C)C
645,Clenbuterol,Clc1cc(cc(Cl)c1N)C(O)CNC(C)(C)C
646,Danazol,o1ncc2C[C@@]3([C@@H]4[C@H]([C@@H]5CC[C@@](O)(C#C)[C@]5(CC4)C)CCC3=Cc12)C
647,Methotrimeprazine,S1c2c(N(c3c1cccc3)C[C@@H](CN(C)C)C)cc(OC)cc2
648,Trisalicylate-choline,[Mg+2].Oc1ccccc1C(=O)[O-].Oc1ccccc1C(=O)[O-].Oc1ccccc1C(=O)[O-].OCC[N+](C)(C)C
649,Neostigmine,O(C(=O)N(C)C)c1cc([N+](C)(C)C)ccc1
650,Salsalate,O(C(=O)c1ccccc1O)c1ccccc1C(O)=O
651,Magnesium salicylate,[Mg+2].Oc1ccccc1C(=O)[O-].Oc1ccccc1C(=O)[O-]
652,Digitoxin,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C
653,Drospirenone,O1[C@]2([C@@H]3[C@H]([C@H]4[C@H]5[C@H](CC[C@]24C)[C@]2(CCC(=O)C=C2[C@H]2[C@@H]5C2)C)C3)CCC1=O
654,Colchicine,O(C)C1=CC=C2C(=CC1=O)C(NC(=O)C)CCc1c2c(OC)c(OC)c(OC)c1
655,Bezafibrate,Clc1ccc(cc1)C(=O)NCCc1ccc(OC(C(O)=O)(C)C)cc1
656,Yohimbine,O[C@H]1CC[C@@H]2[C@H](C[C@@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H]1C(OC)=O
657,Sodium bicarbonate,[Na+].OC(=O)[O-]
658,Paramethasone,F[C@@H]1C2=CC(=O)C=C[C@@]2([C@@H]2[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]2O)C)C1)C
659,Glycodiazine,S(=O)(=O)(Nc1ncc(OCCOC)cn1)c1ccccc1
660,Cortisone acetate,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(CC3=O)C)CCC2=C1)C
661,Dihydroxyaluminium,[AlH2]OC(=O)CN.O.O
662,Quinupristin,S(CC1CN2C(CC1=O)C(=O)N[C@@H](c1ccccc1)C(O[C@H](C)[C@H](NC(=O)c1ncccc1O)C(=O)N[C@H](CC)C(=O)N1[C@@H](CCC1)C(=O)N(C)[C@@H](Cc1ccc(N(C)C)cc1)C2=O)=O)[C@H]1C2CCN(C1)CC2
663,Rasagiline,N(CC#C)[C@@H]1CCc2c1cccc2
664,Procaterol,Oc1c2NC(=O)C=Cc2c(cc1)[C@@H](O)[C@@H](NC(C)C)CC
665,Mephentermine,N(C(Cc1ccccc1)(C)C)C
666,Ephedrine,O[C@@H]([C@@H](NC)C)c1ccccc1
667,Iohexol,Ic1c(C(=O)NCC(O)CO)c(I)c(N(C(=O)C)CC(O)CO)c(I)c1C(=O)NCC(O)CO
668,Troleandomycin,O1[C@H](C)[C@H](C)[C@H](OC(=O)C)[C@@H](C)C(=O)[C@@]2(OC2)C[C@H](C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2OC(=O)C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@@H](C)C1=O
669,Penbutolol,O(C[C@@H](O)CNC(C)(C)C)c1ccccc1C1CCCC1
670,Mestranol,O(C)c1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C
671,Lithium,[Li+]
672,Hexobarbital,O=C1N(C)C(=O)NC(=O)C1(C)C=1CCCCC=1
673,Heptabarbital,O=C1NC(=O)NC(=O)C1(CC)C=1CCCCCC=1
674,Butethal,O=C1NC(=O)NC(=O)C1(CCCC)CC
675,Aprobarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C
676,Amobarbital,O=C1NC(=O)NC(=O)C1(CCC(C)C)CC
677,Tasosartan,O=C1N(c2nc(nc(c2CC1)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1
678,Spirapril,S1CCSC12C[C@H](N(C2)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(OCC)=O)C)C(O)=O
679,Saprisartan,Brc1c2cc(ccc2oc1-c1ccccc1NS(=O)(=O)C(F)(F)F)Cn1c(C(=O)N)c(nc1CC)C1CC1
680,Quinidine barbiturate,O(C)c1cc2c(nccc2C(O)C2N3CC(C(C2)CC3)C=C)cc1.O=C1NC(=O)NC(=O)C1(CC)c1ccccc1
681,Forasartan,[nH]1nc(nn1)-c1ccccc1-c1ncc(cc1)Cn1nc(nc1CCCC)CCCC
682,Cilazapril,O=C1N2N(CCC[C@@H]1N[C@@H](CCc1ccccc1)C(OCC)=O)CCC[C@H]2C(O)=O
683,Vecuronium,O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H](N4CCCCC4)C2)CC3)C)C[C@@H]1[N+]1(CCCCC1)C)C
684,Pipecuronium,O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H](N4CC[N+](CC4)(C)C)C2)CC3)C)C[C@@H]1N1CC[N+](CC1)(C)C)C
685,Pancuronium,O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H]([N+]4(CCCCC4)C)C2)CC3)C)C[C@@H]1[N+]1(CCCCC1)C)C
686,Metocurine,O1c2cc(C[C@H]3[N+](CCc4cc(OC)c(OC)c(Oc5ccc(C[C@@H]6[N+](CCc7cc(OC)c1cc67)(C)C)cc5)c34)(C)C)ccc2OC
687,Cefradine,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)C=1CC=CCC=1
688,Ceftizoxime,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O
689,Cefoxitin,s1cccc1CC(=O)N[C@@]1(OC)[C@H]2SCC(COC(=O)N)=C(N2C1=O)C(O)=O
690,Cefotetan,S1C(SC1=C(C(=O)N)C(O)=O)C(=O)N[C@@]1(OC)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O
691,Cefoperazone,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@H]2NC(=O)C(NC(=O)N1CCN(CC)C(=O)C1=O)c1ccc(O)cc1
692,Cefonicid,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1CS(O)(=O)=O)C(=O)[C@H]2NC(=O)[C@H](O)c1ccccc1
693,Cefazolin,s1c(nnc1SCC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)Cn1nnnc1)C
694,Cefamandole,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@H]2NC(=O)[C@H](O)c1ccccc1
695,Quinethazone,Clc1cc2NC(NC(=O)c2cc1S(=O)(=O)N)CC
696,Polythiazide,Clc1cc2NC(N(S(=O)(=O)c2cc1S(=O)(=O)N)C)CSCC(F)(F)F
697,Josamycin,O1[C@@H](C\C=C\C=C\[C@H](O)[C@@H](C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](O)(C3)C)[C@H](N(C)C)[C@H]2O)[C@@H](OC)[C@H](OC(=O)C)CC1=O)C)C
698,Fosphenytoin,P(OCN1C(=O)C(NC1=O)(c1ccccc1)c1ccccc1)(O)(O)=O
699,Fosamprenavir,S(=O)(=O)(N(CC(C)C)C[C@@H](OP(O)(O)=O)[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1
700,Oxtriphylline,O=C1N(C)C(=O)N(c2nc[n-]c12)C.OCC[N+](C)(C)C
701,Rolitetracycline,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)NCN1CCCC1)C(=O)c1c(cccc1O)[C@]3(O)C
702,Sulfadoxine,S(=O)(=O)(Nc1ncnc(OC)c1OC)c1ccc(N)cc1
703,Sulfacytine,S(=O)(=O)(NC1=NC(=O)N(C=C1)CC)c1ccc(N)cc1
704,Practolol,O(CC(O)CNC(C)C)c1ccc(NC(=O)C)cc1
705,Glucosamine,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](N)C1O
706,Bevantolol,O(C)c1cc(ccc1OC)CCNCC(O)COc1cc(ccc1)C
707,Bismuth Subsalicylate,[Bi]1(OC(=O)c2c(O1)cccc2)O
708,Pirbuterol,Oc1ccc(nc1CO)C(O)CNC(C)(C)C
709,Glisoxepide,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)CCNC(=O)c1noc(c1)C
710,Fenoterol,Oc1cc(cc(O)c1)C(O)CNC(Cc1ccc(O)cc1)C
711,Lumiracoxib,Clc1cccc(F)c1Nc1ccc(cc1CC(O)=O)C
712,Carbetocin,S1C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCC1)Cc1ccc(OC)cc1)[C@H](CC)C)CCC(=O)N)CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N
713,Nelarabine,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1n1c2nc(nc(OC)c2nc1)N
714,Hydralazine,n1ncc2c(cccc2)c1NN
715,Arformoterol,O(C)c1ccc(cc1)C[C@H](NC[C@H](O)c1cc(NC=O)c(O)cc1)C
716,Varenicline,n1c2c(ncc1)cc1[C@@H]3C[C@H](c1c2)CNC3
717,Sunitinib,Fc1cc\2c(NC(=O)/C/2=C\c2[nH]c(C)c(C(=O)NCCN(CC)CC)c2C)cc1
718,Paliperidone,Fc1cc2onc(c2cc1)C1CCN(CC1)CCC=1C(=O)N2C(=NC=1C)C(O)CCC2
719,Telbivudine,O1[C@@H](CO)[C@H](O)C[C@H]1N1C=C(C)C(=O)NC1=O
720,Darunavir,S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)=O)Cc1ccccc1)c1ccc(N)cc1
721,Posaconazole,Fc1cc(F)ccc1[C@@]1(OCC(C1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN([C@H]([C@@H](O)C)CC)C3=O)cc2)cc1)Cn1ncnc1
722,Decitabine,O1[C@H](CO)[C@@H](O)C[C@@H]1N1C=NC(=NC1=O)N
723,Sitagliptin,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCn2c(nnc2C(F)(F)F)C1
724,Desonide,O1[C@@]2([C@H](OC1(C)C)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO
725,Lapatinib,Clc1cc(Nc2ncnc3c2cc(cc3)-c2oc(cc2)CNCCS(=O)(=O)C)ccc1OCc1cc(F)ccc1
726,Retapamulin,S(CC(O[C@@H]1C[C@](C=C)(C)[C@@H](O)[C@@H]([C@]23[C@H]([C@@]1(C)[C@@H](CC2)C)C(=O)CC3)C)=O)C1C[C@@H]2N([C@H](C1)CC2)C
727,Lisdexamfetamine,O=C(N[C@H](Cc1ccccc1)C)[C@@H](N)CCCCN
728,Dasatinib,Clc1cccc(C)c1NC(=O)c1sc(nc1)Nc1nc(nc(N2CCN(CC2)CCO)c1)C
729,Ergonovine,OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C
730,Mitiglinide,OC(=O)C(Cc1ccccc1)CC(=O)N1CC2C(CCCC2)C1
731,Gliquidone,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCN1C(=O)C(c2c(cc(OC)cc2)C1=O)(C)C
732,Olsalazine,Oc1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1C(O)=O
733,Iodixanol,Ic1c(C(=O)NCC(O)CO)c(I)c(N(C(=O)C)CC(O)CN(C(=O)C)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I)c(I)c1C(=O)NCC(O)CO
734,Docetaxel,O1[C@@H]2C[C@H](O)[C@@]3([C@H]([C@H](OC(=O)c4ccccc4)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(OC(C)(C)C)=O)c5ccccc5)C(=C([C@@H](O)C3=O)C4(C)C)C)[C@]2(OC(=O)C)C1)C
735,Isocarboxazid,o1nc(cc1C)C(=O)NNCc1ccccc1
736,Alimemazine,S1c2c(N(c3c1cccc3)CC(CN(C)C)C)cccc2
737,Decamethonium,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C
738,Bepridil,O(CC(C)C)CC(N1CCCC1)CN(Cc1ccccc1)c1ccccc1
739,Chloroxine,Clc1cc(Cl)c2c(nccc2)c1O
740,Clomipramine,Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN(C)C
741,Gemfibrozil,O(CCCC(C(O)=O)(C)C)c1cc(ccc1C)C
742,Epoprostenol,O1[C@@H]2[C@H](CC1=CCCCC(O)=O)[C@@H](\C=C\[C@@H](O)CCCCC)[C@H](O)C2
743,Chlorprothixene,Clc1cc2c(Sc3c(cccc3)C2=CCCN(C)C)cc1
744,Aripiprazole,Clc1c(N2CCN(CC2)CCCCOc2cc3NC(=O)CCc3cc2)cccc1Cl
745,Bromodiphenhydramine,Brc1ccc(cc1)C(OCCN(C)C)c1ccccc1
746,Sevoflurane,FC(F)(F)C(OCF)C(F)(F)F
747,Levodopa,Oc1cc(ccc1O)C[C@H](N)C(O)=O
748,Dexamethasone,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
749,Metoclopramide,Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N
750,Saquinavir,O=C(N[C@@H](CC(=O)N)C(=O)N[C@H]([C@H](O)CN1CC2C(C[C@H]1C(=O)NC(C)(C)C)CCCC2)Cc1ccccc1)c1nc2c(cc1)cccc2
751,Diphenidol,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
752,Paclitaxel,O1[C@@H]2C[C@H](O)[C@@]3([C@H]([C@H](OC(=O)c4ccccc4)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c5ccccc5)c5ccccc5)C(=C([C@@H](OC(=O)C)C3=O)C4(C)C)C)[C@]2(OC(=O)C)C1)C
753,Encainide,O(C)c1ccc(cc1)C(=O)Nc1ccccc1CCC1N(CCCC1)C
754,Levomethadyl Acetate,O([C@H](C(C[C@@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C
755,Mivacurium,O(C)c1c(OC)cc(cc1OC)C[C@H]1[N+](CCc2cc(OC)c(OC)cc12)(CCCOC(=O)CC\C=C\CCC(OCCC[N+]1(CCc2cc(OC)c(OC)cc2[C@H]1Cc1cc(OC)c(OC)c(OC)c1)C)=O)C
756,Quetiapine,S1c2c(cccc2)C(=Nc2c1cccc2)N1CCN(CC1)CCOCCO
757,Aminophylline,O=C1N(C)C(=O)N(c2nc[nH]c12)C.O=C1N(C)C(=O)N(c2nc[nH]c12)C.NCCN
758,Budesonide,O1[C@@]2([C@H](OC1CCC)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO
759,Ketamine,Clc1ccccc1C1(NC)CCCCC1=O
760,Rifaximin,O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c1n2c(nc14)C=C(C=C2)C
761,Dantrolene,o1c(ccc1C=NN1CC(=O)NC1=O)-c1ccc([N+](=O)[O-])cc1
762,Halofantrine,Clc1cc(Cl)cc2c1cc(c1c2cc(cc1)C(F)(F)F)C(O)CCN(CCCC)CCCC
763,Anastrozole,n1cn(nc1)Cc1cc(cc(c1)C(C#N)(C)C)C(C#N)(C)C
764,Finasteride,O=C1N[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NC(C)(C)C)[C@]4(CC[C@@H]3[C@]2(C=C1)C)C
765,Estazolam,Clc1cc2c(-n3c(nnc3)CN=C2c2ccccc2)cc1
766,Metipranolol,O(C(=O)C)c1c(C)c(C)c(OCC(O)CNC(C)C)cc1C
767,Fomepizole,[nH]1ncc(c1)C
768,Ceftriaxone,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(CSC3=NC(=O)C(=O)NN3C)=C(N2C1=O)C(O)=O
769,Clarithromycin,O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](OC)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C
770,Levobunolol,O(C[C@@H](O)CNC(C)(C)C)c1c2c(ccc1)C(=O)CCC2
771,Dezocine,Oc1cc2c(C[C@@H]3CCCCC[C@@]2(C)[C@H]3N)cc1
772,Sparfloxacin,Fc1c(N2C[C@H](N[C@H](C2)C)C)c(F)c2N(C=C(C(O)=O)C(=O)c2c1N)C1CC1
773,Ridogrel,FC(F)(F)c1cc(ccc1)\C(=N/OCCCCC(O)=O)\c1cccnc1
774,Lomustine,ClCCN(N=O)C(=O)NC1CCCCC1
775,Flumazenil,Fc1cc2c(-n3c(CN(C)C2=O)c(nc3)C(OCC)=O)cc1
776,Mitoxantrone,Oc1c2c(C(=O)c3c(C2=O)c(NCCNCCO)ccc3NCCNCCO)c(O)cc1
777,Nadolol,O(CC(O)CNC(C)(C)C)c1c2C[C@H](O)[C@H](O)Cc2ccc1
778,Levetiracetam,O=C1N(CCC1)[C@H](CC)C(=O)N
779,Rifapentine,O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N\N1CCN(CC1)C1CCCC1)c4O
780,Bromocriptine,Brc1[nH]c2c3c1C[C@H]1N(C[C@@H](C=C1c3ccc2)C(=O)N[C@@]1(O[C@]2(O)N([C@@H](CC(C)C)C(=O)N3[C@H]2CCC3)C1=O)C(C)C)C
781,Tubocurarine,O1c2cc3[C@@H](N(CCc3cc2OC)C)Cc2ccc(Oc3c4[C@H]([N+](CCc4cc(OC)c3O)(C)C)Cc3cc1c(O)cc3)cc2
782,Zopiclone,Clc1ccc(nc1)N1C(OC(=O)N2CCN(CC2)C)c2nccnc2C1=O
783,Captopril,SC[C@H](C(=O)N1CCC[C@H]1C(O)=O)C
784,Estramustine,ClCCN(CCCl)C(Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C)=O
785,Flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)cc1C(=O)NCC1NCCCC1
786,Brinzolamide,s1c2S(=O)(=O)N(C[C@H](NCC)c2cc1S(=O)(=O)N)CCCOC
787,Acebutolol,O(CC(O)CNC(C)C)c1ccc(NC(=O)CCC)cc1C(=O)C
788,Oxymorphone,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)C
789,Dexfenfluramine,FC(F)(F)c1cc(ccc1)C[C@@H](NCC)C
790,Clindamycin,ClC(C(NC(=O)[C@H]1N(C[C@@H](C1)CCC)C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)C
791,Desflurane,FC(OC(F)F)C(F)(F)F
792,Ciclopirox,O=C1N(O)C(=CC(=C1)C)C1CCCCC1
793,Iophendylate,Ic1ccccc1C(CCCCCCCCC(OCC)=O)C
794,Pergolide,S(C[C@@H]1C[C@H]2[C@H](N(C1)CCC)Cc1c3c2cccc3[nH]c1)C
795,Fluoxymesterone,F[C@@]12[C@H]([C@@H]3CC[C@@](O)(C)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)CC[C@@]12C
796,Domperidone,Clc1cc2NC(=O)N(c2cc1)C1CCN(CC1)CCCN1c2c(NC1=O)cccc2
797,Naloxone,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC=C
798,Propafenone,O(CC(O)CNCCC)c1ccccc1C(=O)CCc1ccccc1
799,Ifosfamide,ClCCN1P(OCCC1)(=O)NCCCl
800,Rescinnamine,O(C)c1c(OC)cc(cc1OC)C=CC(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cc(OC)cc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O
801,Podofilox,O1C[C@H]2[C@@H]([C@H](c3c(cc4OCOc4c3)[C@@H]2O)c2cc(OC)c(OC)c(OC)c2)C1=O
802,Chlormezanone,Clc1ccc(cc1)C1S(=O)(=O)CCC(=O)N1C
803,Idarubicin,O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3)C1=O)c2O
804,Cyclizine,N1(CCN(CC1)C)C(c1ccccc1)c1ccccc1
805,Escitalopram,Fc1ccc(cc1)[C@@]1(OCc2cc(ccc12)C#N)CCCN(C)C
806,Phenobarbital,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1
807,Orphenadrine,O(C(c1ccccc1C)c1ccccc1)CCN(C)C
808,Kanamycin,O1[C@H](CN)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H](N)C[C@@H]1N
809,Moclobemide,Clc1ccc(cc1)C(=O)NCCN1CCOCC1
810,Guanethidine,N(CCN1CCCCCCC1)=C(N)N
811,Arsenic trioxide,[As]12O[As](O1)O2
812,Procarbazine,O=C(NC(C)C)c1ccc(cc1)CNNC
